img_url,card_name,double-sided,cost
https://cards.scryfall.io/large/front/3/4/34e9aa86-1a31-4c0f-928d-923f066286b6.jpg?1562905706,General Tazri (Oath of the Gatewatch #19),False,5
https://cards.scryfall.io/large/front/6/9/69890076-9cc4-434f-8618-63b00fdf4515.jpg?1643587870,"Geralf, Visionary Stitcher (Innistrad: Crimson Vow #61)",False,3
https://cards.scryfall.io/large/front/4/4/447c8c98-ac0e-4a12-a99e-f75d82b7a51f.jpg?1562907491,Gerrard Capashen (Duel Decks: Phyrexia vs. the Coalition #46),False,5
https://cards.scryfall.io/large/front/c/8/c835a37a-776a-44ef-a252-4af1f31bf0b3.jpg?1568003665,"Gerrard, Weatherlight Hero (Commander 2019 #41)",False,4
https://cards.scryfall.io/large/front/9/2/920d56a4-fc94-43d8-9d65-361b66172a5f.jpg?1598304744,"Geth, Lord of the Vault (Double Masters #94)",False,6
https://cards.scryfall.io/large/front/c/2/c26e18be-81a1-4645-866a-fae5c2fdf7c9.jpg?1675957027,"Geth, Thane of Contracts (Phyrexia: All Will Be One #95)",False,3
https://cards.scryfall.io/large/front/2/8/28104289-3043-4ba6-bcc6-e35fad429135.jpg?1677507380,Ghalma the Shaper (Alchemy: Phyrexia #1),False,3
https://cards.scryfall.io/large/front/a/9/a9ec900f-1e31-4440-a75a-20b256734d5b.jpg?1682205257,Ghalta and Mavren (March of the Machine #225),False,7
https://cards.scryfall.io/large/front/5/4/54872e72-41dc-4092-8169-ce13498beb30.jpg?1689998553,"Ghalta, Primal Hunger (Commander Masters #292)",False,12
https://cards.scryfall.io/large/front/7/2/72e805e9-69be-45c1-aa04-f460641a0c1e.jpg?1699044395,"Ghalta, Stampede Tyrant (The Lost Caverns of Ixalan #185)",False,8
https://cards.scryfall.io/large/front/c/2/c2be0e99-cf43-423f-974f-02e3313b3aa9.jpg?1673148645,"Ghave, Guru of Spores (Double Masters 2022 #216)",False,5
https://cards.scryfall.io/large/front/4/b/4b335496-05d2-40f5-a52c-10029f7fa008.jpg?1608911100,"Ghen, Arcanum Weaver (Commander Legends #275)",False,3
https://cards.scryfall.io/large/front/d/0/d0825bcd-8cf8-498a-a61e-406f136e1f3f.jpg?1568003672,"Ghired, Conclave Exile (Commander 2019 #42)",False,5
https://cards.scryfall.io/large/front/5/b/5b551074-a9b4-45f0-a007-f07d7b2e12a8.jpg?1562262654,Ghost Council of Orzhova (Modern Masters 2015 #176),False,4
https://cards.scryfall.io/large/front/1/5/15e649e1-dcb3-41d9-8055-cf3c98e25b1e.jpg?1698988154,Ghost of Ramirez DePietro (The Lost Caverns of Ixalan Commander #157),False,3
https://cards.scryfall.io/large/front/4/4/44d7906e-8a89-4644-acb5-46fbe97ab39f.jpg?1689997183,Ghoulcaller Gisa (Commander Masters #161),False,5
https://cards.scryfall.io/large/front/f/a/fa7349d9-c82f-4cf8-a852-92168d1f4966.jpg?1673309394,"Ghyrson Starn, Kelermorph (Warhammer 40,000 Commander #124)",False,3
https://cards.scryfall.io/large/front/b/a/bae077bd-fc8d-44d7-8c75-8dc8699c168e.jpg?1664409667,"Giada, Font of Hope (Streets of New Capenna #14)",False,2
https://cards.scryfall.io/large/front/7/4/745d297d-4bb4-40cf-bb9c-99dac04e5069.jpg?1608910679,"Gilanra, Caller of Wirewood (Commander Legends #230)",False,3
https://cards.scryfall.io/large/front/0/7/07efe592-5851-4577-b73f-0bb232feb68b.jpg?1686963815,"Gilraen, Dúnedain Protector (Tales of Middle-earth Commander #13)",False,3
https://cards.scryfall.io/large/front/4/a/4a9aa899-752b-4106-89ba-9475ee777d41.jpg?1682207220,"Gimbal, Gremlin Prodigy (March of the Machine Commander #3)",False,5
https://cards.scryfall.io/large/front/2/8/28b41c48-0715-49d9-98e5-e82b706da816.jpg?1686968959,"Gimli, Counter of Kills (The Lord of the Rings: Tales of Middle-earth #129)",False,4
https://cards.scryfall.io/large/front/d/f/df4be38c-3f93-4ff4-bff4-94753b96f2f3.jpg?1686969830,"Gimli, Mournful Avenger (The Lord of the Rings: Tales of Middle-earth #209)",False,3
https://cards.scryfall.io/large/front/5/a/5afc0319-9e17-4e81-a0b6-e76645bacb04.jpg?1686963998,Gimli of the Glittering Caves (Tales of Middle-earth Commander #32),False,3
https://cards.scryfall.io/large/front/3/7/377a5f75-222b-43e1-8998-18c6cfa44b24.jpg?1637631446,Gisa and Geralf (Midnight Hunt Commander #150),False,4
https://cards.scryfall.io/large/front/6/3/63461076-a13d-488d-bd82-ceac441341c8.jpg?1634349861,"Gisa, Glorious Resurrector (Innistrad: Midnight Hunt #103)",False,4
https://cards.scryfall.io/large/front/9/0/900b8908-ba51-472e-ab7a-43bd07f90577.jpg?1706547139,"Gisela, Blade of Goldnight (Murders at Karlov Manor Commander #211)",False,7
https://cards.scryfall.io/large/front/c/7/c75c035a-7da9-4b36-982d-fca8220b1797.jpg?1625771749,"Gisela, the Broken Blade (Eldritch Moon #28)",True,4
https://cards.scryfall.io/large/front/b/c/bc4a65de-23b5-48f0-b8b7-94608eaced3e.jpg?1699044539,"Gishath, Sun's Avatar (The Lost Caverns of Ixalan #229)",False,8
https://cards.scryfall.io/large/front/6/f/6f570bed-e603-4696-8676-43cd6f0ee4ab.jpg?1680465850,"Gitrog, Horror of Zhava (Alchemy: Innistrad #58)",False,4
https://cards.scryfall.io/large/front/2/c/2c76f7e0-37e7-4e87-93a3-a25ba0674645.jpg?1675567458,"Gix, Yawgmoth Praetor (The Brothers' War #95)",False,3
https://cards.scryfall.io/large/front/a/7/a736df42-18e9-4259-b0b8-54d21143e72e.jpg?1608909239,"Glacian, Powerstone Engineer (Commander Legends #72)",False,6
https://cards.scryfall.io/large/front/6/c/6c299066-dfdd-47a3-85e6-225508ba95fe.jpg?1682205268,"Glissa, Herald of Predation (March of the Machine #226)",False,5
https://cards.scryfall.io/large/front/6/7/670c3106-71fc-464e-8c94-81bf7fafc3e6.jpg?1665504346,Glissa Sunseeker (Mirrodin #120),False,4
https://cards.scryfall.io/large/front/b/2/b2bf633e-0470-4b87-99ed-5ad1683b0954.jpg?1675957191,Glissa Sunslayer (Phyrexia: All Will Be One #202),False,3
https://cards.scryfall.io/large/front/7/5/755e0fbf-4f00-4b05-a535-27e78e96d6b6.jpg?1562612302,"Glissa, the Traitor (Mirrodin Besieged #96)",False,3
https://cards.scryfall.io/large/front/8/6/868a2aa7-bcaf-409b-8802-d00ee1f2ae77.jpg?1686968993,"Glóin, Dwarf Emissary (The Lord of the Rings: Tales of Middle-earth #132)",False,3
https://cards.scryfall.io/large/front/b/a/baf7a546-8a8b-4396-ab64-9a5b9abffe79.jpg?1686969418,"Glorfindel, Dauntless Rescuer (The Lord of the Rings: Tales of Middle-earth #171)",False,3
https://cards.scryfall.io/large/front/3/b/3b3e889a-5865-4464-9923-bffa25c50cd2.jpg?1674137513,"Gluntch, the Bestower (Commander Legends: Battle for Baldur's Gate #275)",False,3
https://cards.scryfall.io/large/front/c/1/c171f179-9ccf-4819-915c-7f2cd3a91ad8.jpg?1608911110,"Gnostro, Voice of the Crags (Commander Legends #276)",False,4
https://cards.scryfall.io/large/front/f/e/fe93ef82-51de-40ad-9b52-8f3fd11c144f.jpg?1692938249,"Goddric, Cloaked Reveler (Wilds of Eldraine #132)",False,3
https://cards.scryfall.io/large/front/3/7/3714a135-e2b9-43a7-a2a2-fa5a2e0ac61a.jpg?1557576478,God-Eternal Bontu (War of the Spark #92),False,5
https://cards.scryfall.io/large/front/5/e/5e14060f-9167-4e28-a053-77689e066e30.jpg?1559959354,God-Eternal Kefnet (War of the Spark #53),False,4
https://cards.scryfall.io/large/front/d/f/df70f155-2336-421c-8a9d-69772d2b51a8.jpg?1559959340,God-Eternal Oketra (War of the Spark #16),False,5
https://cards.scryfall.io/large/front/0/e/0eb444f0-69cc-47c8-8cd6-1f9edad5d903.jpg?1559959431,God-Eternal Rhonas (War of the Spark #163),False,5
https://cards.scryfall.io/large/front/0/1/01d566cf-cb32-461d-8afe-b0f3f4c24160.jpg?1689997867,"Godo, Bandit Warlord (Commander Masters #227)",False,6
https://cards.scryfall.io/large/front/b/f/bf4f0a7c-620e-4ed8-8da3-fa6564e8a0cd.jpg?1686968111,"Goldberry, River-Daughter (The Lord of the Rings: Tales of Middle-earth #52)",False,2
https://cards.scryfall.io/large/front/8/e/8e4a8db9-ef57-4ea0-952c-1e5d343fb5d9.jpg?1674092900,"Goldbug, Humanity's Ally // Goldbug, Scrappy Scout (Transformers #11)",True,3
https://cards.scryfall.io/large/front/e/5/e5a43cf0-60b3-4770-945c-41ee3ec54d5a.jpg?1686963939,"Gollum, Obsessed Stalker (Tales of Middle-earth Commander #26)",False,2
https://cards.scryfall.io/large/front/4/d/4ddda7d4-0226-404f-8418-f1f5720dcef8.jpg?1686968450,"Gollum, Patient Plotter (The Lord of the Rings: Tales of Middle-earth #84)",False,2
https://cards.scryfall.io/large/front/7/f/7f93ad17-b655-4a10-990e-b26ead90d221.jpg?1687424790,"Gollum, Scheming Guide (The Lord of the Rings: Tales of Middle-earth #292)",False,2
https://cards.scryfall.io/large/front/0/1/01852cd2-16e4-4518-b5d5-b9a378b8664d.jpg?1690016712,"Gonti, Lord of Luxury (Commander Masters #162)",False,4
https://cards.scryfall.io/large/front/5/8/58aafdb6-1c8c-4fc4-a52e-3e601be7fb0c.jpg?1686968472,Gorbag of Minas Morgul (The Lord of the Rings: Tales of Middle-earth #86),False,2
https://cards.scryfall.io/large/front/e/e/ee47f23a-3ba9-4615-b170-c89d8ab99d78.jpg?1690016718,"Goreclaw, Terror of Qal Sisma (Commander Masters #293)",False,4
https://cards.scryfall.io/large/front/1/2/12615d0d-e38c-4e7b-918e-33e88299d1f9.jpg?1690016809,"Gorex, the Tombshell (Commander Masters #164)",False,8
https://cards.scryfall.io/large/front/0/0/001c648a-db66-47f3-8fee-3658b9e76ac2.jpg?1674137521,"Gorion, Wise Mentor (Commander Legends: Battle for Baldur's Gate #276)",False,3
https://cards.scryfall.io/large/front/4/1/41603938-9527-42fc-a870-b662c3871ae3.jpg?1562908113,Gorm the Great (Battlebond #8),False,4
https://cards.scryfall.io/large/front/4/0/40b006f9-a287-4e64-915f-ca71712b8d27.jpg?1608911119,"Gor Muldrak, Amphinologist (Commander Legends #277)",False,3
https://cards.scryfall.io/large/front/5/b/5b661b53-2e58-4dcc-9100-fc00e0fdb606.jpg?1683582714,Goro-Goro and Satoru (March of the Machine Commander #445),False,3
https://cards.scryfall.io/large/front/1/c/1ca736c7-35a9-48c7-b5a9-69b2a6e33ad0.jpg?1654567661,"Goro-Goro, Disciple of Ryusei (Kamigawa: Neon Dynasty #145)",False,2
https://cards.scryfall.io/large/front/5/b/5b915e8d-b972-4ae1-a1c3-74d6623963c8.jpg?1654567651,Go-Shintai of Ancient Wars (Kamigawa: Neon Dynasty #144),False,3
https://cards.scryfall.io/large/front/6/9/691016a1-8630-423c-9a57-061593d170fd.jpg?1654568114,Go-Shintai of Boundless Vigor (Kamigawa: Neon Dynasty #187),False,2
https://cards.scryfall.io/large/front/4/5/45e1ff1e-916b-4455-84cb-4125a79d76de.jpg?1656615700,Go-Shintai of Hidden Cruelty (Kamigawa: Neon Dynasty #97),False,4
